DR Number,date_rptd,date_occ,Time Occurred,area,area_name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
212004246,2021-01-08,2021-01-08,750,20,Olympic,2039,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,51.0,M,H,101.0,STREET,HOOVER                       ST,7TH                          ST,"(34.0598, -118.2842)"
212004152,2021-01-05,2021-01-05,1300,20,Olympic,2019,997,TRAFFIC COLLISION,3004 3028 3030 3035 3036 3101 3401 3701 4027,60.0,F,H,101.0,STREET,3RD                          ST,COMMONWEALTH                 AV,"(34.069, -118.2857)"
210504436,2021-01-12,2021-01-02,1020,5,Harbor,528,997,TRAFFIC COLLISION,3006 3028 3030 3037 3104 4025,30.0,M,H,101.0,STREET,1000    MCFARLAND                    AV,,"(33.7833, -118.2528)"
210504435,2021-01-12,2021-01-12,805,5,Harbor,516,997,TRAFFIC COLLISION,4025 3037 3008 3024 3101,43.0,M,B,101.0,STREET,PACIFIC COAST                HY,ISLAND                       AV,"(33.791, -118.2666)"
211206327,2021-02-05,2021-02-04,2250,12,77th Street,1293,997,TRAFFIC COLLISION,4025 3037 3006 3028 3101,,M,O,101.0,STREET,MANHATTAN                    PL,108TH                        ST,"(33.9382, -118.3102)"
210205458,2021-02-08,2021-02-08,130,2,Rampart,231,997,TRAFFIC COLLISION,0601 3101 3401 3701 3006 3030 3034,,X,X,101.0,STREET,BEVERLY                      BL,HOOVER                       AV,"(34.0728, -118.2844)"
210205230,2021-02-01,2021-01-26,1250,2,Rampart,249,997,TRAFFIC COLLISION,0605 3101 3401 3701 4002 3006 3030,36.0,M,H,101.0,STREET,1000    WILSHIRE                     BL,,"(34.0519, -118.2624)"
210405432,2021-02-09,2021-01-30,1330,4,Hollenbeck,427,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3030,41.0,M,H,101.0,STREET,TEMPLETON,PAOLA,"(34.0819, -118.1809)"
210106248,2021-02-18,2021-02-18,1645,1,Central,185,997,TRAFFIC COLLISION,0605 3101 3401 3701 3030 3006 4024,56.0,F,H,101.0,STREET,LOS ANGELES,8TH                          ST,"(34.0388, -118.2574)"
211905783,2021-02-20,2021-02-20,1120,19,Mission,1924,997,TRAFFIC COLLISION,3006 3037 3028 3030 3101 4026,35.0,M,W,101.0,STREET,BUCKEYE                      AV,MEMPHIS                      AV,"(34.2891, -118.4528)"
212005436,2021-02-10,2021-02-10,1925,20,Olympic,2031,997,TRAFFIC COLLISION,3011 3028 3030 3035 3037 3101 3401 3701 4027,44.0,M,A,101.0,STREET,WILSHIRE                     BL,WILTON                       PL,"(34.0617, -118.3136)"
210809213,2021-05-11,2021-05-11,2200,8,West LA,851,997,TRAFFIC COLLISION,3003 3026 3029 4027 3035 3036 3101 3401 3701,35.0,M,H,101.0,STREET,IDAHO,BUNDY,"(34.0388, -118.4613)"
210809232,2021-05-12,2021-02-25,825,8,West LA,829,997,TRAFFIC COLLISION,,46.0,M,B,101.0,STREET,WARNALL                      AV,SANTA MONICA                 BL,"(34.0599, -118.4217)"
210809241,2021-05-12,2021-05-12,1220,8,West LA,892,997,TRAFFIC COLLISION,3034 3037 3101 3401 3701 3004 3028 3030 4027,99.0,M,W,103.0,ALLEY,PICO                         BL,FEDERAL                      AV,"(34.0326, -118.4436)"
210612418,2021-07-09,2021-07-09,1135,6,Hollywood,649,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3004 3028 3030 4027,67.0,M,W,101.0,STREET,HOLLYWOOD                    BL,VINE                         ST,"(34.0999, -118.3038)"
210612419,2021-07-09,2021-07-09,1135,6,Hollywood,649,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3003 3026 3029 4027,22.0,F,W,101.0,STREET,HOLLYWOOD                    BL,VINE                         ST,"(34.0999, -118.3038)"
210511511,2021-07-16,2021-07-16,320,5,Harbor,529,997,TRAFFIC COLLISION,3009 3025 4005 3036,33.0,M,H,101.0,STREET,ANAHEIM,EUBANK,"(33.7804, -118.255)"
210612312,2021-07-08,2021-07-05,115,6,Hollywood,656,997,TRAFFIC COLLISION,4006 3004 3026 3034 3036 3101 3401 3701,26.0,M,H,101.0,STREET,CAHUENGA                     BL,SANTA MONICA                 BL,"(34.0907, -118.3289)"
210612161,2021-07-05,2021-07-04,415,6,Hollywood,638,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 3039 4006,31.0,M,H,101.0,STREET,HOLLYWOOD                    BL,WILTON                       PL,"(34.1017, -118.3136)"
211704030,2021-01-01,2021-01-01,215,17,Devonshire,1799,997,TRAFFIC COLLISION,3004 3037 3025 3101 4017,25.0,M,H,101.0,STREET,ROSCOE                       BL,HASKELL                      AV,"(34.2214, -118.4749)"
210404022,2021-01-01,2021-01-01,640,4,Hollenbeck,455,997,TRAFFIC COLLISION,0605 3004 3101 3401 3701 3026 3036,42.0,M,H,101.0,STREET,N  STATE                        ST,10                           FY,"(34.0512, -118.2093)"
211304004,2021-01-01,2021-01-01,400,13,Newton,1321,997,TRAFFIC COLLISION,3101 3401 3701 4013 3025 3004 3029 0605,31.0,F,H,101.0,STREET,LONG BEACH                   ST,N  48TH                         ST,"(34.0289, -118.2686)"
211304038,2021-01-01,2021-01-01,910,13,Newton,1362,997,TRAFFIC COLLISION,3101 3401 3701 4013 3006 3030 0605,20.0,X,X,101.0,STREET,49TH                         ST,SAN PEDRO                    ST,"(33.9984, -118.2696)"
211904045,2021-01-01,2021-01-01,1900,19,Mission,1924,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 4019,41.0,M,H,101.0,STREET,NORA                         PL,YOUNGDALE                    AV,"(34.2912, -118.4575)"
211304010,2021-01-01,2021-01-01,820,13,Newton,1323,997,TRAFFIC COLLISION,3101 3401 3701 4013 3004 3026 3029 3036 0605,30.0,F,B,101.0,STREET,GRIFFITH                     AV,27TH                         ST,"(34.0194, -118.2578)"
210904013,2021-01-01,2021-01-01,305,9,Van Nuys,911,997,TRAFFIC COLLISION,4009 3029 3101 3006 3026 3037,45.0,F,H,101.0,STREET,SHERMAN                      WY,SHERMAN                      CI,"(34.2011, -118.473)"
211304001,2021-01-01,2021-01-01,5,13,Newton,1321,997,TRAFFIC COLLISION,3101 3401 3701 4013 3011 3030 3034 3036 0605 4024,,M,W,101.0,STREET,22ND                         ST,MAIN                         ST,"(34.0288, -118.2675)"
211004057,2021-01-01,2021-01-01,1745,10,West Valley,1027,997,TRAFFIC COLLISION,3004 3026 3101 4010 3037,33.0,F,H,101.0,STREET,SHERMAN                      WY,BALBOA                       BL,"(34.2011, -118.5011)"
211504002,2021-01-01,2021-01-01,200,15,N Hollywood,1599,997,TRAFFIC COLLISION,3011 3037 3028 3034 3030 3104 4015,20.0,M,O,101.0,STREET,CAHUENGA                     BL,UNIVERSAL ST,"(34.1284, -118.3568)"
210304069,2021-01-01,2021-01-01,15,3,Southwest,316,997,TRAFFIC COLLISION,3006 3037 3028 3030 3101,41.0,M,B,101.0,STREET,ADAMS                        BL,W  HALLDALE                     AV,"(34.0327, -118.3028)"
211904023,2021-01-01,2021-01-01,40,19,Mission,1901,997,TRAFFIC COLLISION,3037 3030 3028 3101 4019 3006,45.0,F,X,101.0,STREET,TUCKER                       AV,RAJAH                        ST,"(34.3261, -118.4889)"
210404029,2021-01-01,2021-01-01,1310,4,Hollenbeck,462,997,TRAFFIC COLLISION,0605 3101 3401 3701 4004 3011 3030 3034,,M,W,101.0,STREET,BOYLE                        AV,N  HOLLENBECK                   DR,"(34.0378, -118.2194)"
211704045,2021-01-01,2021-01-01,125,17,Devonshire,1737,997,TRAFFIC COLLISION,3006 3037 3028 3101 4017 3039,21.0,M,B,101.0,STREET,INDEX                        ST,RUFFNER                      AV,"(34.2756, -118.4978)"
211304039,2021-01-01,2021-01-01,910,13,Newton,1361,997,TRAFFIC COLLISION,3101 3401 3701 4013 3004 3030 3036 0605,60.0,F,B,101.0,STREET,VERNON                       AV,MAIN                         ST,"(34.0038, -118.274)"
211804040,2021-01-02,2021-01-01,1240,18,Southeast,1838,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3104 4025,25.0,F,H,101.0,STREET,10400    WILMINGTON                   AV,,"(33.9414, -118.239)"
211604015,2021-01-02,2021-01-01,2359,16,Foothill,1645,997,TRAFFIC COLLISION,3004 3036 3026 3101 4016 3038,19.0,M,H,101.0,STREET,EMPIRE                       DR,EMPIRE                       PL,"(34.2634, -118.405)"
210304064,2021-01-02,2021-01-01,500,3,Southwest,314,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3104 4025,35.0,F,H,101.0,STREET,25TH                         ST,4TH                          AV,"(34.0344, -118.3212)"
210904028,2021-01-02,2021-01-01,2100,9,Van Nuys,923,997,TRAFFIC COLLISION,3030 3006 3037 3032 3028 3102 4009,28.0,M,H,101.0,STREET,GILMORE                      ST,VESPER                       AV,"(34.1877, -118.4509)"
211804069,2021-01-01,2021-01-01,1200,18,Southeast,1801,997,TRAFFIC COLLISION,3003 3037 3029 3026 3101 4025,49.0,F,B,101.0,STREET,HOOVER                       ST,88TH                         ST,"(33.9579, -118.287)"
211304153,2021-01-04,2021-01-04,1500,13,Newton,1331,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3006 3030,31.0,M,H,101.0,STREET,33RD,MAIN,"(34.0194, -118.2722)"
210304036,2021-01-01,2021-01-01,1420,3,Southwest,393,997,TRAFFIC COLLISION,3037 3004 3028 3030 3101 4025,32.0,F,B,101.0,STREET,LEIMERT                      BL,STOCKER                      PL,"(34.0081, -118.3262)"
210504043,2021-01-01,2021-01-01,1935,5,Harbor,517,997,TRAFFIC COLLISION,3037 3004 3025 3026 3101,29.0,M,H,101.0,STREET,PACIFIC COAST                HY,EUBANK,"(33.7916, -118.2563)"
210104038,2021-01-02,2021-01-02,825,1,Central,143,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3003 3026 3036,58.0,M,B,101.0,STREET,5TH                          ST,BROADWAY,"(34.0481, -118.2507)"
210204038,2021-01-01,2021-01-01,500,2,Rampart,211,997,TRAFFIC COLLISION,0605 3101 3401 3701 4002 3011 3030 3036,,X,X,101.0,STREET,VERMONT                      AV,101 FWY,"(34.0814, -118.2962)"
210604014,2021-01-01,2021-01-01,920,6,Hollywood,638,997,TRAFFIC COLLISION,3035 3004 3025 3037 3101 3401 3701 4027,26.0,M,H,101.0,STREET,WESTERN                      AV,HOLLYWOOD                    BL,"(34.1022, -118.3093)"
210204039,2021-01-02,2021-01-02,330,2,Rampart,215,997,TRAFFIC COLLISION,3006 3028 3030 3034 3037 3101 3401 3701 4027,32.0,M,O,101.0,STREET,ROBINSON                     ST,TEMPLE                       ST,"(34.0762, -118.2818)"
210704007,2021-01-01,2021-01-01,910,7,Wilshire,788,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,54.0,M,O,101.0,STREET,SANTA MONICA                 FY,CRENSHAW                     BL,"(34.0375, -118.3301)"
210804037,2021-01-02,2021-01-02,740,8,West LA,883,997,TRAFFIC COLLISION,3004 3028 3034 3037 3101 3401 3701 4027,40.0,M,O,101.0,STREET,OLYMPIC                      BL,COTNER                       AV,"(34.0393, -118.4394)"
210704024,2021-01-01,2021-01-01,1610,7,Wilshire,765,997,TRAFFIC COLLISION,3003 3025 3029 3035 3037 3102 3401 3701 4027,46.0,F,W,108.0,PARKING LOT,LA BREA                      AV,SAN VICENTE                  BL,"(34.0507, -118.3442)"
210204033,2021-01-02,2021-01-02,100,2,Rampart,261,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3006 3030,40.0,M,H,101.0,STREET,JAMES M WOOD                 BL,PARK VIEW                    ST,"(34.0548, -118.282)"
210504059,2021-01-02,2021-01-02,955,5,Harbor,566,997,TRAFFIC COLLISION,4025 3037 3003 3024 3029 3030 3101,77.0,M,W,101.0,STREET,PACIFIC                      AV,10TH                         ST,"(33.7352, -118.2879)"
211004017,2021-01-01,2021-01-01,935,10,West Valley,1038,997,TRAFFIC COLLISION,3037 3026 3101 4026 3006,40.0,F,H,101.0,STREET,DENSMORE                     AV,SATICOY                      ST,"(34.2085, -118.4771)"
211104042,2021-01-02,2021-01-02,1045,11,Northeast,1136,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3025 3036,35.0,F,W,101.0,STREET,EAGLE ROCK                   BL,YORK                         BL,"(34.1241, -118.2207)"
211204056,2021-01-02,2021-01-01,2330,12,77th Street,1269,997,TRAFFIC COLLISION,4025 3037 3004 3028 3030 3101,35.0,M,H,101.0,STREET,80TH                         ST,STANFORD                     AV,"(33.9665, -118.263)"
211204087,2021-01-01,2021-01-01,1930,12,77th Street,1245,997,TRAFFIC COLLISION,4012 3036 3004 3028 3030 3101,61.0,M,X,101.0,STREET,GAGE                         AV,VERMONT                      AV,"(33.9823, -118.2915)"
211704031,2021-01-01,2021-01-01,630,17,Devonshire,1783,997,TRAFFIC COLLISION,3011 3034 3026 3101 4026 3037,23.0,M,H,101.0,STREET,NORDHOFF                     ST,CLAIRE                       AV,"(34.2355, -118.5503)"
211804002,2021-01-01,2021-01-01,100,18,Southeast,1827,997,TRAFFIC COLLISION,4025 3037 3004 3028 3030 3101,41.0,F,H,101.0,STREET,95TH                         ST,GRAHAM                       AV,"(33.9506, -118.243)"
211204088,2021-01-01,2021-01-01,1530,12,77th Street,1205,997,TRAFFIC COLLISION,4012 3037 3006 3028 3030 3101,20.0,X,X,101.0,STREET,49TH                         ST,NORMANDIE                    AV,"(33.9991, -118.3002)"
211304013,2021-01-01,2021-01-01,630,13,Newton,1395,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3006 3030,22.0,M,H,101.0,STREET,64TH                         ST,SAN PEDRO                    ST,"(33.9815, -118.2696)"
211504003,2021-01-01,2021-01-01,1,15,N Hollywood,1523,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 4026,37.0,M,B,101.0,STREET,ERWIN                        ST,COLDWATER CANYON             AV,"(34.183, -118.4138)"
211704021,2021-01-01,2021-01-01,855,17,Devonshire,1797,997,TRAFFIC COLLISION,3004 3036 3028 3101 4026,53.0,F,H,101.0,STREET,HAYVENHURST                  AV,NORDHOFF                     ST,"(34.2357, -118.4938)"
211204055,2021-01-02,2021-01-01,2345,12,77th Street,1258,997,TRAFFIC COLLISION,4025 3037 3004 3026 3101 3029,34.0,M,H,101.0,STREET,79TH                         ST,MAIN                         ST,"(33.9679, -118.2739)"
211304020,2021-01-01,2021-01-01,600,13,Newton,1364,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3006 3030,25.0,M,H,101.0,STREET,HOOPER                       AV,50TH                         ST,"(33.998, -118.2521)"
211304011,2021-01-01,2021-01-01,755,13,Newton,1303,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3006 3801 3039,60.0,M,H,101.0,STREET,PICO                         BL,PALOMA                       ST,"(34.0304, -118.2484)"
211004037,2021-01-02,2021-01-02,945,10,West Valley,1024,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 4026,67.0,M,B,101.0,STREET,VANOWEN                      ST,RESEDA                       BL,"(34.1939, -118.536)"
211704009,2021-01-01,2021-01-01,130,17,Devonshire,1758,997,TRAFFIC COLLISION,3004 3037 3028 3101 4026 3039,56.0,F,H,101.0,STREET,DEVONSHIRE                   ST,MONTGOMERY                   AV,"(34.2574, -118.4817)"
211304022,2021-01-01,2021-01-01,1040,13,Newton,1344,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3006 3026 3029 3036,43.0,M,H,101.0,STREET,42ND                         ST,MCKINLEY,"(34.0075, -118.2609)"
211804029,2021-01-02,2021-01-02,225,18,Southeast,1863,997,TRAFFIC COLLISION,4025 3037 3006 3028 3030 3101,24.0,F,H,101.0,STREET,116TH                        PL,AVALON,"(33.9283, -118.2652)"
211804050,2021-01-01,2021-01-01,2150,18,Southeast,1829,997,TRAFFIC COLLISION,4025 3037 3011 3028 3030 3101,,X,X,101.0,STREET,ALAMEDA                      ST,103RD                        ST,"(33.9431, -118.228)"
211804051,2021-01-01,2021-01-01,1740,18,Southeast,1824,997,TRAFFIC COLLISION,3006 3037 3028 3030 3101,,X,H,101.0,STREET,9900    AVALON                       BL,,"(33.9464, -118.2652)"
211804056,2021-01-02,2021-01-02,1250,18,Southeast,1822,997,TRAFFIC COLLISION,3006 3037 3028 3030 3101,20.0,X,X,101.0,STREET,FLOWER                       ST,94TH                         ST,"(33.951, -118.2808)"
211804058,2021-01-02,2021-01-02,1130,18,Southeast,1841,997,TRAFFIC COLLISION,3028 3030 3037 3004 3101,22.0,M,H,101.0,STREET,IMPERIAL                     HY,FIGUEROA                     ST,"(33.931, -118.2826)"
211804060,2021-01-02,2021-01-02,1300,18,Southeast,1829,997,TRAFFIC COLLISION,4025 3037 3006 3028 3030 3101,50.0,F,H,101.0,STREET,97TH,JUNIPER,"(33.9483, -118.2329)"
210304117,2021-01-03,2021-01-03,2000,3,Southwest,318,997,TRAFFIC COLLISION,4025 3037 3004 3025 3101,20.0,M,W,101.0,STREET,HOOVER,22ND,"(34.036, -118.284)"
211204460,2021-01-08,2021-01-08,1145,12,77th Street,1249,997,TRAFFIC COLLISION,4025 3037 3004 3026 3029 3101,33.0,M,B,101.0,STREET,GAGE                         AV,FIGUEROA                     ST,"(33.9824, -118.2827)"
212104003,2021-01-01,2021-01-01,320,21,Topanga,2126,997,TRAFFIC COLLISION,3602 3006 3037 3026 3101 4021,23.0,M,H,101.0,STREET,DE SOTO                      AV,SATICOY                      ST,"(34.2083, -118.5885)"
212104010,2021-01-01,2021-01-01,1020,21,Topanga,2139,997,TRAFFIC COLLISION,3004 3037 3029 3026 3101 4026,18.0,F,A,101.0,STREET,SATICOY                      ST,CORBIN                       AV,"(34.2083, -118.5623)"
212104018,2021-01-01,2021-01-01,2005,21,Topanga,2107,997,TRAFFIC COLLISION,3004 3036 3030 3028 3101 4026,25.0,M,H,101.0,STREET,DE SOTO,ROSCOE,"(34.2199, -118.5885)"
212004023,2021-01-02,2021-01-01,2200,20,Olympic,2031,997,TRAFFIC COLLISION,3011 3028 3030 3034 3036 3101 3401 3701 4027,21.0,M,O,101.0,STREET,GRAMERCY                     DR,7TH                          ST,"(34.0597, -118.3122)"
212004038,2021-01-02,2021-01-02,1140,20,Olympic,2001,997,TRAFFIC COLLISION,3006 3026 3035 3037 3101 3401 3701 4027,56.0,M,B,101.0,STREET,WILTON                       PL,MAPLEWOOD                    AV,"(34.0803, -118.3135)"
212004040,2021-01-02,2021-01-02,915,20,Olympic,2069,997,TRAFFIC COLLISION,3011 3028 3030 3035 3037 3102 3401 3701 4027,35.0,M,H,104.0,DRIVEWAY,MAGNOLIA                     AV,PICO                         BL,"(34.0473, -118.2865)"
212004037,2021-01-02,2021-01-02,1020,20,Olympic,2001,997,TRAFFIC COLLISION,3004 3025 3034 3036 3101 3401 3701 4027,26.0,M,H,101.0,STREET,IRVING                       BL,BEVERLY                      BL,"(34.0762, -118.3187)"
212104009,2021-01-01,2021-01-01,320,21,Topanga,2118,997,TRAFFIC COLLISION,3004 3026 3101 4021 3038 3037,26.0,M,O,101.0,STREET,SATICOY                      ST,MASON                        AV,"(34.2083, -118.5797)"
211204301,2021-01-06,2021-01-06,1045,12,77th Street,1255,997,TRAFFIC COLLISION,4025 3004 3101 3036 3025,71.0,F,O,101.0,STREET,FLORENCE,BRIGHTON                     AV,"(33.9746, -118.3014)"
211204191,2021-01-04,2021-01-01,1800,12,77th Street,1257,997,TRAFFIC COLLISION,4012 4025 3037 3028 3030 3101,52.0,F,H,101.0,STREET,GRAND                        AV,78TH                         ST,"(33.9689, -118.2803)"
211804108,2021-01-03,2021-01-02,1200,18,Southeast,1841,997,TRAFFIC COLLISION,4025 3037 3004 3028 3030 3101,36.0,F,W,101.0,STREET,FIGUEROA                     ST,111TH                        ST,"(33.9348, -118.2826)"
211204365,2021-01-07,2021-01-06,2315,12,77th Street,1256,997,TRAFFIC COLLISION,4025 3037 3011 3028 3101,35.0,M,H,102.0,SIDEWALK,FLORENCE                     AV,VERMONT                      AV,"(33.9746, -118.2916)"
211004189,2021-01-06,2021-01-06,1305,10,West Valley,1063,997,TRAFFIC COLLISION,4010 3004 3037 3026 3101,46.0,M,W,101.0,STREET,RESEDA                       BL,HOLLYWOOD                    FY,"(34.1682, -118.5406)"
211604185,2021-01-07,2021-01-07,215,16,Foothill,1677,997,TRAFFIC COLLISION,3006 3037 3028 3030 3101 4016,28.0,M,O,101.0,STREET,EDMORE                       PL,HOLLYWOOD                    WY,"(34.2187, -118.3476)"
211604109,2021-01-04,2021-01-04,1745,16,Foothill,1622,997,TRAFFIC COLLISION,3037 3004 3025 3101 4016,68.0,M,H,101.0,STREET,SAN FERNANDO                 RD,FILMORE                      ST,"(34.2691, -118.4253)"
210304214,2021-01-05,2021-01-05,1925,3,Southwest,355,997,TRAFFIC COLLISION,4025 3037 3008 3025 3029 3101,23.0,M,H,101.0,STREET,WESTERN                      AV,36TH                         ST,"(34.0228, -118.3089)"
211804130,2021-01-04,2021-01-03,1,18,Southeast,1834,997,TRAFFIC COLLISION,4025 3036 3004 3028 3030 3101 0605,,X,X,101.0,STREET,1100 E  107TH                        ST,,"(33.9393, -118.2547)"
211804234,2021-01-06,2021-01-06,150,18,Southeast,1822,997,TRAFFIC COLLISION,4025 3036 3004 3025 3101,23.0,F,B,101.0,STREET,FIGUEROA                     ST,CENTURY                      BL,"(33.9455, -118.2826)"
210504151,2021-01-04,2021-01-04,1200,5,Harbor,507,997,TRAFFIC COLLISION,3037 3011 3028 3101 3034 0605,27.0,F,W,101.0,STREET,22300    NORMANDIE                    AV,,"(33.8238, -118.2992)"
211204231,2021-01-04,2021-01-04,1900,12,77th Street,1243,997,TRAFFIC COLLISION,4012 3037 3004 3028 3101,55.0,M,B,101.0,STREET,FLORENCE                     AV,W  HARVARD                      BL,"(33.9746, -118.3068)"
210804009,2021-01-01,2021-01-01,200,8,West LA,835,997,TRAFFIC COLLISION,3011 3024 3034 3037 3101 3401 3701 4027,20.0,M,O,101.0,STREET,SANTA MONICA                 BL,OVERLAND                     AV,"(34.0513, -118.4327)"
211804304,2021-01-06,2021-01-01,1100,18,Southeast,1849,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101,,X,X,101.0,STREET,110TH                        ST,GRAPE                        ST,"(33.9351, -118.237)"
211504039,2021-01-03,2021-01-03,200,15,N Hollywood,1539,997,TRAFFIC COLLISION,3011 3037 3030 3028 3034 3101 4015,20.0,M,O,101.0,STREET,RIVERSIDE                    DR,HOLLYWOOD                    FY,"(34.1758, -118.3643)"
210404151,2021-01-05,2021-01-05,1350,4,Hollenbeck,464,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3030,27.0,F,H,101.0,STREET,CESAR E CHAVEZ               AV,BREED                        ST,"(34.0473, -118.2089)"
210604228,2021-01-07,2021-01-07,1305,6,Hollywood,667,997,TRAFFIC COLLISION,3004 3026 3035 3036 3101 3401 3701 4027,43.0,F,O,101.0,STREET,SANTA MONICA                 BL,GORDON                       ST,"(34.0908, -118.3201)"
210804081,2021-01-03,2021-01-03,1524,8,West LA,882,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3032 3101 3401 3701 4027,27.0,M,O,108.0,PARKING LOT,PICO                         BL,CORINTH                      AV,"(34.0347, -118.4397)"
211004142,2021-01-05,2021-01-05,2010,10,West Valley,1089,997,TRAFFIC COLLISION,3036 3004 3028 3030 3101 4010,23.0,F,B,101.0,STREET,VENTURA                      BL,HASKELL                      AV,"(34.1551, -118.4742)"
211104073,2021-01-03,2021-01-03,1315,11,Northeast,1181,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3003 3025 3036,34.0,F,W,101.0,STREET,ALVARADO,SCOTT,"(34.0822, -118.2607)"
211204089,2021-01-02,2021-01-01,2103,12,77th Street,1255,997,TRAFFIC COLLISION,4012 3036 3004 3026 3101,48.0,F,B,101.0,STREET,74TH                         ST,DALTON                       AV,"(33.9728, -118.3035)"
211204123,2021-01-03,2021-01-03,1055,12,77th Street,1265,997,TRAFFIC COLLISION,3004 3036 3029 3025 3101 4025,28.0,F,B,101.0,STREET,NORMANDIE                    AV,84TH                         ST,"(33.9627, -118.3003)"
210404185,2021-01-06,2021-01-06,850,4,Hollenbeck,407,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3025 3036,33.0,F,H,101.0,STREET,HUNTINGTON                   DR,TOPAZ                        ST,"(34.0832, -118.1906)"
211904201,2021-01-06,2021-01-06,1400,19,Mission,1983,997,TRAFFIC COLLISION,3006 3037 3034 3028 3030 3101 4019,30.0,F,W,101.0,STREET,PARTHENIA                    ST,COLUMBUS                     AV,"(34.2283, -118.4654)"
212004098,2021-01-04,2021-01-04,220,20,Olympic,2024,997,TRAFFIC COLLISION,3004 3025 3034 3037 3101 3401 3701 4027,68.0,M,K,101.0,STREET,WILSHIRE                     BL,NORMANDIE                    AV,"(34.0617, -118.3005)"
210704087,2021-01-03,2021-01-03,2125,7,Wilshire,729,997,TRAFFIC COLLISION,3011 3028 3030 3034 3037 3101 3401 3701 4027,,M,O,102.0,SIDEWALK,BEACHWOOD                    DR,BEVERLY                      BL,"(34.0762, -118.3216)"
210204214,2021-01-05,2021-01-05,1430,2,Rampart,256,997,TRAFFIC COLLISION,0605 3102 3401 3701 4002 3006 3030 3032,46.0,M,H,101.0,STREET,1600    WILSHIRE                     BL,,"(34.0554, -118.2702)"
211204157,2021-01-03,2021-01-03,2040,12,77th Street,1253,997,TRAFFIC COLLISION,4025 3036 3002 3004 3025 3101,58.0,F,W,101.0,STREET,W  78TH                         ST,VAN NESS                     AV,"(33.9691, -118.3177)"
211104074,2021-01-03,2021-01-03,735,11,Northeast,1144,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3011 3025 3034 3036,20.0,M,O,101.0,STREET,GLENDALE,FLETCHER,"(34.1045, -118.2592)"
211504167,2021-01-06,2021-01-06,1330,15,N Hollywood,1511,997,TRAFFIC COLLISION,3004 3037 3026 3101 4026,23.0,F,W,101.0,STREET,SHERMAN                      WY,FULTON                       AV,"(34.2012, -118.4225)"
212004204,2021-01-04,2021-01-04,1830,20,Olympic,2027,997,TRAFFIC COLLISION,3004 3026 3035 3036 3101 3401 3701 4020,30.0,M,O,101.0,STREET,S  VERMONT                      AV,W  6TH                          ST,"(34.0636, -118.2916)"
211804333,2021-01-07,2021-01-07,1700,18,Southeast,1842,997,TRAFFIC COLLISION,3004 3037 3026 3101,60.0,F,H,101.0,STREET,IMPERIAL                     HY,MAIN                         ST,"(33.931, -118.2739)"
211104048,2021-01-02,2021-01-02,1220,11,Northeast,1101,997,TRAFFIC COLLISION,0605 3101 3401 3701 3008 3026 3036,37.0,M,H,101.0,STREET,2600 N  VERMONT                      AV,,"(34.1186, -118.2945)"
210504306,2021-01-08,2021-01-08,1920,5,Harbor,565,997,TRAFFIC COLLISION,3036 3003 3024 3101 4025,17.0,M,W,101.0,STREET,GAFFEY,10TH,"(33.7352, -118.2924)"
210704150,2021-01-05,2021-01-05,1420,7,Wilshire,739,997,TRAFFIC COLLISION,3008 3025 3035 3036 3101 3401 3701 4027,62.0,F,K,101.0,STREET,ARDEN                        BL,4TH                          ST,"(34.0671, -118.3259)"
211704063,2021-01-03,2021-01-03,1850,17,Devonshire,1793,997,TRAFFIC COLLISION,3602 4026 3013 3024 3037 3101,,F,H,101.0,STREET,COMMUNITY                    ST,BECKFORD                     AV,"(34.2228, -118.5514)"
