DR Number,date_rptd,date_occ,Time Occurred,area,area_name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
210515136,2021-10-22,2021-10-15,1145,5,Harbor,524,997,TRAFFIC COLLISION,3004 3028 4025 3030 3101 3036,28.0,F,B,101.0,STREET,ANAHEIM                      ST,NEPTUNE                      AV,"(33.7749, -118.2764)"
211818981,2021-10-25,2021-10-24,1820,18,Southeast,1844,997,TRAFFIC COLLISION,3012 3024 4025 3036 3602,69.0,M,H,101.0,STREET,IMPERIAL                     HY,AVALON                       BL,"(33.931, -118.2652)"
211317924,2021-10-24,2021-10-24,1815,13,Newton,1365,997,TRAFFIC COLLISION,3401 3701 0605 3009 3024 3033 3035 3036 3101 4024,21.0,M,H,101.0,STREET,49TH                         ST,COMPTON                      AV,"(33.9984, -118.2478)"
211419670,2021-10-09,2021-09-25,1010,14,Pacific,1464,997,TRAFFIC COLLISION,3003 3035 3036 4027 3025 3101 3401 3701,41.0,M,O,101.0,STREET,BLUFF CREEK                  DR,CENTINELA                    AV,"(33.9839, -118.401)"
211222254,2021-10-27,2021-10-26,2220,12,77th Street,1215,997,TRAFFIC COLLISION,3036 3029 3004 3026 4012,65.0,M,O,101.0,STREET,VERMONT                      AV,93RD,"(33.9921, -118.298)"
211714087,2021-10-24,2021-10-23,2210,17,Devonshire,1764,997,TRAFFIC COLLISION,3101 3036 4026 3004 3026 3038,49.0,M,H,101.0,STREET,TAMPA                        AV,LASSEN                       ST,"(34.25, -118.5536)"
212115616,2021-10-25,2021-10-24,2145,21,Topanga,2126,997,TRAFFIC COLLISION,3602 3009 3024 3036 3038 3101 4021,31.0,M,W,101.0,STREET,DE SOTO                      AV,SATICOY                      ST,"(34.2083, -118.5885)"
211612885,2021-10-28,2021-10-27,1645,16,Foothill,1677,997,TRAFFIC COLLISION,3037 3101 3004 3026 4016 3029,55.0,M,O,101.0,STREET,GLENOAKS                     BL,ROSCOE                       BL,"(34.2216, -118.3577)"
212115719,2021-10-27,2021-10-21,1930,21,Topanga,2148,997,TRAFFIC COLLISION,3101 4021 3009 3026 3036,27.0,M,O,101.0,STREET,WINNETKA                     AV,VANOWEN                      ST,"(34.1938, -118.571)"
210617881,2021-10-24,2021-10-24,120,6,Hollywood,636,997,TRAFFIC COLLISION,3004 3026 4027,52.0,M,W,101.0,STREET,VINE                         ST,HOLLYWOOD                    BL,"(34.1016, -118.3267)"
210216875,2021-10-29,2021-10-28,1055,2,Rampart,271,997,TRAFFIC COLLISION,3004 3028 3030 4027,66.0,F,K,101.0,STREET,OLYMPIC,HOOVER,"(34.0524, -118.2842)"
212016422,2021-11-02,2021-11-02,30,20,Olympic,2011,997,TRAFFIC COLLISION,4027 1402,40.0,M,O,101.0,STREET,WESTERN,1ST,"(34.073, -118.3091)"
210318675,2021-11-11,2021-11-11,2105,3,Southwest,395,997,TRAFFIC COLLISION,3037 3006 4025 3004,49.0,M,B,101.0,STREET,WESTERN                      AV,42ND,"(34.0073, -118.3089)"
211014574,2021-11-15,2021-11-14,2120,10,West Valley,1067,997,TRAFFIC COLLISION,3009 3024 4010 3037 3602 3101,34.0,M,W,101.0,STREET,VENTURA                      BL,BALBOA                       BL,"(34.1593, -118.5011)"
211613658,2021-11-20,2021-11-20,745,16,Foothill,1684,997,TRAFFIC COLLISION,3011 3028 4026 3030 3033 3034 3036,21.0,M,W,101.0,STREET,TUXFORD                      ST,TELFAIR                      AV,"(34.2166, -118.3919)"
210415011,2021-11-17,2021-11-17,1118,4,Hollenbeck,497,997,TRAFFIC COLLISION,3006 3028 3032 3034 3037 3101 4024 3401 3701,57.0,M,H,101.0,STREET,PICO                         BL,DE LA TORRE                  WY,"(34.018, -118.2065)"
211223088,2021-11-10,2021-11-10,425,12,77th Street,1203,997,TRAFFIC COLLISION,3002 3028 3034 3036,99.0,M,O,101.0,STREET,48TH                         ST,DENKER                       AV,"(34.0001, -118.3046)"
211517438,2021-11-14,2021-11-13,1640,15,N Hollywood,1559,997,TRAFFIC COLLISION,3011 3028 4015 3030 3032 3037 3102,99.0,M,W,202.0,LIQUOR STORE,CAMARILLO                    ST,CLYBOURN                     AV,"(34.1583, -118.3518)"
210120675,2021-10-29,2021-10-29,2205,1,Central,171,997,TRAFFIC COLLISION,0605 4024,44.0,F,H,101.0,STREET,GEORGIA                      ST,JAMES M WOOD                 BL,"(34.0475, -118.2657)"
210816655,2021-11-16,2021-11-16,1455,8,West LA,804,997,TRAFFIC COLLISION,3004 3026 3035 4027,57.0,F,W,101.0,STREET,SEPULVEDA,BEL AIR CREST,"(34.1102, -118.4825)"
211014650,2021-11-17,2021-11-16,1850,10,West Valley,1067,997,TRAFFIC COLLISION,3004 3028 4026 3034 3036,30.0,F,H,101.0,STREET,BALBOA                       BL,MAGNOLIA                     BL,"(34.165, -118.5011)"
210217678,2021-11-18,2021-11-17,1640,2,Rampart,265,997,TRAFFIC COLLISION,3006 3028 3030 3033 3034 3037 3101 4002,25.0,M,O,101.0,STREET,WILSHIRE                     BL,WESTLAKE                     AV,"(34.0547, -118.2772)"
210618999,2021-11-13,2021-11-12,2340,6,Hollywood,646,997,TRAFFIC COLLISION,,25.0,F,O,101.0,STREET,WILCOX,SUNSET,"(34.098, -118.331)"
211318878,2021-11-14,2021-11-14,120,13,Newton,1375,997,TRAFFIC COLLISION,0605 3004 3025 3037 3038 3101 4024 3401 3701 3034,25.0,F,H,101.0,STREET,HOOPER                       AV,55TH                         ST,"(33.993, -118.2521)"
211421233,2021-11-10,2021-11-05,1630,14,Pacific,1453,997,TRAFFIC COLLISION,3004 4014,28.0,M,H,101.0,STREET,BEACH                        AV,GLENCOE                      AV,"(33.9913, -118.4442)"
211223183,2021-11-11,2021-11-11,1235,12,77th Street,1248,997,TRAFFIC COLLISION,3006 3028 3030 4025 3037,30.0,F,B,101.0,STREET,62ND                         ST,MENLO                        AV,"(33.9837, -118.2893)"
212017038,2021-11-15,2021-11-15,1130,20,Olympic,2062,997,TRAFFIC COLLISION,3004 3025 4027,34.0,M,H,101.0,STREET,PICO                         BL,ST ANDREWS                   PL,"(34.0472, -118.3116)"
210414946,2021-11-15,2021-11-15,1658,4,Hollenbeck,411,997,TRAFFIC COLLISION,3401 3701 3035 3032 0605 3003 3024 3029 3101 4024,42.0,F,W,101.0,STREET,AVENUE 21,BARRANCA                     ST,"(34.0769, -118.2214)"
210619158,2021-11-16,2021-11-16,745,6,Hollywood,647,997,TRAFFIC COLLISION,3004 3028 4006,59.0,M,H,101.0,STREET,HOLLYWOOD                    BL,HOLLYWOOD                    FY,"(34.1017, -118.3224)"
211820139,2021-11-17,2021-11-17,850,18,Southeast,1801,997,TRAFFIC COLLISION,3004 3026 3029 4025 3101,25.0,F,H,101.0,STREET,92ND                         ST,FIGUEROA,"(33.9528, -118.2827)"
211820012,2021-11-15,2021-11-15,150,18,Southeast,1841,997,TRAFFIC COLLISION,3006 3028 4025 3030 3037 3004,,M,H,101.0,STREET,HOOVER                       ST,108TH                        ST,"(33.9382, -118.287)"
211517679,2021-11-20,2021-11-20,743,15,N Hollywood,1546,997,TRAFFIC COLLISION,4026 3004 3026 3033 3034 3037,55.0,M,H,101.0,STREET,HOLLYWOOD                    FY,BURBANK                      BL,"(34.1629, -118.3848)"
211318704,2021-11-09,2021-11-09,1720,13,Newton,1303,997,TRAFFIC COLLISION,0605 3002 3026 3033 3034 3101 4024 3401 3701,45.0,M,H,101.0,STREET,CENTRAL,10TH,"(34.0315, -118.2445)"
211819801,2021-11-10,2021-11-10,940,18,Southeast,1841,997,TRAFFIC COLLISION,3011 3028 3034 4025 3037,25.0,M,B,101.0,STREET,VERMONT                      AV,SOUTHWEST                    BL,"(33.9313, -118.2916)"
210216710,2021-09-03,2021-09-02,1055,2,Rampart,212,997,TRAFFIC COLLISION,0605 4024,27.0,M,A,101.0,STREET,300 N  WESTMORELAND                 AV,,"(34.0763, -118.288)"
210119427,2021-10-28,2021-10-28,1120,1,Central,122,997,TRAFFIC COLLISION,0605 3004 3028 3034 3036 3101 4024,36.0,F,H,101.0,STREET,1ST,DEWAP,"(34.0578, -118.252)"
210216918,2021-10-30,2021-10-29,2245,2,Rampart,269,997,TRAFFIC COLLISION,3024 0605 4002 3009 3033 3035 3036 3101 3401 3701,20.0,M,H,101.0,STREET,8TH                          ST,GREEN                        ST,"(34.0517, -118.2711)"
210414387,2021-10-29,2021-10-29,2020,4,Hollenbeck,487,997,TRAFFIC COLLISION,3003 3026 4024 0605 3101 3401 3701 3029,60.0,M,B,101.0,STREET,SOTO                         ST,8TH                          ST,"(0.0, 0.0)"
210515156,2021-10-22,2021-10-21,1745,5,Harbor,504,997,TRAFFIC COLLISION,3006 3028 3039 4005,30.0,M,B,101.0,STREET,TORRANCE                     BL,BRIGHTON                     AV,"(33.842, -118.3007)"
210515211,2021-10-24,2021-10-24,5,5,Harbor,518,997,TRAFFIC COLLISION,1501 3037 3006 3026 3101,36.0,F,H,101.0,STREET,AVALON                       BL,DON                          ST,"(33.7984, -118.2639)"
210515241,2021-10-25,2021-10-25,45,5,Harbor,503,997,TRAFFIC COLLISION,3004 3026 4005 3101,49.0,F,B,101.0,STREET,PACIFIC COAST                HY,FIGUEROA                     PL,"(33.7907, -118.2836)"
210515375,2021-10-28,2021-10-25,920,5,Harbor,526,997,TRAFFIC COLLISION,3006 3028 3030 4005,50.0,F,O,101.0,STREET,FRIES                        AV,I                            ST,"(33.7808, -118.265)"
210618010,2021-10-26,2021-10-26,900,6,Hollywood,669,997,TRAFFIC COLLISION,3004 3026 3029 4006,47.0,M,W,101.0,STREET,SANTA MONICA,OXFORD,"(34.0908, -118.3078)"
210713899,2021-10-05,2021-10-05,320,7,Wilshire,752,997,TRAFFIC COLLISION,3011 3028 3030 4027 3034 3037 3101 3401 3701,40.0,M,W,101.0,STREET,PACKARD                      ST,FAIRFAX                      AV,"(34.0535, -118.3665)"
210915726,2021-10-25,2021-10-24,230,9,Van Nuys,932,997,TRAFFIC COLLISION,3006 3028 4009 3030 3037 3101,40.0,X,X,101.0,STREET,DELANO                       ST,KESTER                       AV,"(34.1826, -118.4596)"
210915730,2021-10-25,2021-10-25,725,9,Van Nuys,935,997,TRAFFIC COLLISION,3004 3026 4026 3034 3037 3101,30.0,M,W,101.0,STREET,VICTORY                      BL,CALHOUN                      AV,"(34.1867, -118.4422)"
210915735,2021-10-25,2021-10-25,900,9,Van Nuys,914,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3602 3101,27.0,F,H,101.0,STREET,VESPER                       AV,VANOWEN                      ST,"(34.1939, -118.451)"
210915756,2021-10-25,2021-10-25,1805,9,Van Nuys,933,997,TRAFFIC COLLISION,3004 3026 4026 3034 3036 3101,40.0,M,W,101.0,STREET,VAN NUYS                     BL,CALVERT                      ST,"(34.1816, -118.4487)"
210915765,2021-10-26,2021-06-12,2325,9,Van Nuys,909,997,TRAFFIC COLLISION,3003 3024 3029 1218 3104 4010,37.0,M,W,101.0,STREET,SHERMAN                      WY,RANCHITO                     AV,"(34.2012, -118.4356)"
210915890,2021-10-28,2021-10-26,1400,9,Van Nuys,909,997,TRAFFIC COLLISION,3101 3004 3028 4026 3030 3037,73.0,F,W,101.0,STREET,SHERMAN                      WY,WOODMAN                      AV,"(34.2012, -118.4312)"
211013600,2021-10-20,2021-10-20,1605,10,West Valley,1039,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3037,53.0,M,B,101.0,STREET,VICTORY                      BL,HASKELL                      AV,"(34.1866, -118.4749)"
211013645,2021-10-22,2021-10-16,1100,10,West Valley,1024,997,TRAFFIC COLLISION,3011 3028 3030 3034 3101 4010 3037,,M,O,101.0,STREET,KITTRIDGE                    ST,RESEDA                       BL,"(34.1958, -118.5399)"
210216856,2021-10-29,2021-10-28,345,2,Rampart,237,997,TRAFFIC COLLISION,0605 4002 3028 3030 3033 3035 3036 3104 3101 3701,53.0,M,H,101.0,STREET,3RD                          ST,UNION                        PL,"(34.0606, -118.2672)"
210318101,2021-10-30,2021-10-30,550,3,Southwest,392,997,TRAFFIC COLLISION,3011 3028 3030 3034 4025 3037,,X,X,101.0,STREET,CRENSHAW                     BL,46TH                         ST,"(34.0018, -118.3305)"
210414391,2021-10-30,2021-10-29,2310,4,Hollenbeck,449,997,TRAFFIC COLLISION,0605 3004 3025 3034 3036 3101 4024 3401 3701,42.0,M,A,101.0,STREET,SOTO                         ST,WABASH                       AV,"(34.0534, -118.2036)"
210618042,2021-10-27,2021-10-16,530,6,Hollywood,645,997,TRAFFIC COLLISION,3003 3025 3029 3035 3037 4006,25.0,M,W,101.0,STREET,HOLLYWOOD                    BL,LA BREA                      AV,"(34.1016, -118.3452)"
210414385,2021-10-29,2021-10-29,1640,4,Hollenbeck,422,997,TRAFFIC COLLISION,0605 3006 3025 3033 3035 3037 3101 4024 3401 3701,,M,H,101.0,STREET,BROADWAY,GATES                        ST,"(34.0738, -118.2065)"
211013648,2021-10-22,2021-10-21,2025,10,West Valley,1001,997,TRAFFIC COLLISION,3004 3026 3029 3037 3101 4010,37.0,M,W,101.0,STREET,ROSCOE                       BL,TAMPA                        BL,"(34.2205, -118.5535)"
211013718,2021-10-25,2021-10-25,5,10,West Valley,1027,997,TRAFFIC COLLISION,3011 3028 4026 3030 3034 3037 3101,52.0,M,B,101.0,STREET,SHERMAN                      WY,BALBOA                       BL,"(34.2011, -118.5011)"
211013749,2021-10-25,2021-10-23,450,10,West Valley,1021,997,TRAFFIC COLLISION,3004 3026 4010 3029 3037 3101,41.0,M,H,101.0,STREET,TAMPA                        AV,SHERMAN                      WY,"(34.2011, -118.5535)"
211013793,2021-10-26,2021-10-26,1240,10,West Valley,1023,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3101,80.0,M,W,101.0,STREET,TAMPA                        AV,KITTRIDGE                    ST,"(34.1906, -118.5534)"
211114575,2021-10-22,2021-10-22,1730,11,Northeast,1137,997,TRAFFIC COLLISION,0605 4011 3101 3401 3701 3035 3036 3003,17.0,M,H,101.0,STREET,MONTE VISTA                  ST,AVENUE 52,"(34.1085, -118.2011)"
211114638,2021-10-26,2021-10-26,1145,11,Northeast,1145,997,TRAFFIC COLLISION,0605 4011 3101 3401 3701 3028 3035 3037 3004,65.0,M,W,101.0,STREET,SUNSET                       BL,W  VERMONT                      AV,"(34.1024, -118.2546)"
211114660,2021-10-27,2021-10-09,545,11,Northeast,1162,997,TRAFFIC COLLISION,3004 3026 3029 3033 3035 3037 4026,50.0,M,H,101.0,STREET,VERMONT                      AV,MAUBERT                      AV,"(34.0991, -118.2918)"
211114695,2021-10-28,2021-10-27,1930,11,Northeast,1177,997,TRAFFIC COLLISION,0605 3401 3701 3035 3004 3024 3036 3101 4011,56.0,F,H,101.0,STREET,SAN FERNANDO                 RD,PEPPER                       AV,"(34.0892, -118.2264)"
211114696,2021-10-28,2021-10-20,1545,11,Northeast,1183,997,TRAFFIC COLLISION,3401 3701 0605 3004 3026 3029 3036 3101 4011,49.0,M,W,101.0,STREET,GLENDALE                     BL,GLENDALE                     FY,"(34.0858, -118.2599)"
211114742,2021-10-29,2021-10-29,900,11,Northeast,1142,997,TRAFFIC COLLISION,3004 3028 3033 3034 3037 3101 4024 3401 3701,26.0,F,W,101.0,STREET,HILLHURST                    AV,AMBROSE                      ST,"(34.11, -118.2874)"
211114764,2021-10-29,2021-10-29,1640,11,Northeast,1101,997,TRAFFIC COLLISION,0605 3008 3025 3101 4024 3037 3401 3701 3035,61.0,F,W,101.0,STREET,GRIFFITH PARK,ZOO,"(0.0, 0.0)"
211114793,2021-10-30,2021-10-30,400,11,Northeast,1124,997,TRAFFIC COLLISION,0605 4011 3011 3028 3030 3034 3036 3101 3401 3701,40.0,M,H,101.0,STREET,ESTARA                       AV,FLETCHER                     DR,"(34.1181, -118.2412)"
211221992,2021-10-22,2021-10-22,1010,12,77th Street,1256,997,TRAFFIC COLLISION,4025 3004 3026 3038,49.0,M,H,101.0,STREET,FIGUEROA                     ST,73RD                         ST,"(33.9737, -118.2827)"
211318067,2021-10-27,2021-10-27,1545,13,Newton,1333,997,TRAFFIC COLLISION,3401 3701 0605 3004 3025 3029 3033 3036 3101 4024,40.0,M,H,101.0,STREET,JEFFERSON                    BL,SAN PEDRO                    ST,"(34.0153, -118.2653)"
211318207,2021-10-30,2021-10-30,950,13,Newton,1322,997,TRAFFIC COLLISION,0605 3011 3028 3034 3102 4024 3401 3701 3036,21.0,M,H,101.0,STREET,23RD                         ST,WALL                         ST,"(34.0254, -118.2628)"
211420179,2021-10-19,2021-10-19,1310,14,Pacific,1401,997,TRAFFIC COLLISION,3009 3027 4027 3037 3101 3401 3701 3034,74.0,M,W,101.0,STREET,BUNDY                        DR,OCEAN PARK                   BL,"(34.0245, -118.4463)"
211420196,2021-10-20,2021-10-20,1230,14,Pacific,1414,997,TRAFFIC COLLISION,3003 3025 3029 4027 3035 3037 3101 3401 3701,61.0,M,B,101.0,STREET,LINCOLN                      BL,ROSE                         AV,"(34.0014, -118.4678)"
211013960,2021-10-30,2021-10-30,345,10,West Valley,1099,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 4010,,M,O,101.0,STREET,VALLEY MEADOW                RD,WOODVALE                     RD,"(34.1449, -118.48)"
211222401,2021-10-29,2021-10-29,750,12,77th Street,1263,997,TRAFFIC COLLISION,3004 3025 3034 4025 3036,31.0,F,H,101.0,STREET,WESTERN                      AV,82ND                         ST,"(33.9646, -118.309)"
211114664,2021-10-27,2021-10-26,830,11,Northeast,1124,997,TRAFFIC COLLISION,3401 3701 3006 3034 3104 0605 3030 3037 3101 4024,30.0,M,H,101.0,STREET,SAN FERNANDO,TREADWELL,"(34.1194, -118.2504)"
211222377,2021-10-29,2021-10-29,40,12,77th Street,1253,997,TRAFFIC COLLISION,3003 3026 4025 3029,36.0,F,B,101.0,STREET,76TH                         ST,WESTERN                      AV,"(33.9709, -118.309)"
211318199,2021-10-30,2021-10-29,2010,13,Newton,1333,997,TRAFFIC COLLISION,4024 3004 3025 0605 3101 3401 3701 3036 3035,59.0,M,B,101.0,STREET,JEFFERSON                    BL,SAN PEDRO                    ST,"(34.0153, -118.2653)"
211516351,2021-10-21,2021-10-20,2245,15,N Hollywood,1525,997,TRAFFIC COLLISION,3006 3028 4026 3037 3602 3101,19.0,F,B,101.0,STREET,SIMPSON,CALVERT,"(34.1812, -118.3889)"
211516380,2021-10-21,2021-10-20,815,15,N Hollywood,1555,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3101,27.0,M,B,101.0,STREET,OTSEGO                       ST,BAKMAN                       AV,"(34.163, -118.3774)"
211516420,2021-10-22,2021-10-18,700,15,N Hollywood,1514,997,TRAFFIC COLLISION,3004 3024 4026 3101 3036,29.0,F,H,101.0,STREET,LAUREL CANYON                BL,VANOWEN                      ST,"(34.194, -118.3965)"
211516457,2021-10-24,2021-10-24,430,15,N Hollywood,1529,997,TRAFFIC COLLISION,3011 3028 4015 3034 3037 3101,99.0,M,O,101.0,STREET,CLYBOURN                     AV,OXNARD                       ST,"(34.1794, -118.3589)"
211516474,2021-10-25,2021-10-24,1920,15,N Hollywood,1535,997,TRAFFIC COLLISION,3004 3028 4026 3030 3037 3101,25.0,F,H,101.0,STREET,EMELITA                      ST,LANKERSHIM                   BL,"(34.1767, -118.3817)"
211516543,2021-10-26,2021-10-26,105,15,N Hollywood,1591,997,TRAFFIC COLLISION,3011 3026 3034 3037 3101 4009,,M,O,101.0,STREET,COLDWATER CANYON             AV,HACIENDA                     DR,"(34.1376, -118.4126)"
211516562,2021-10-26,2021-10-26,1020,15,N Hollywood,1526,997,TRAFFIC COLLISION,3004 3028 4026 3030 3034 3037 3101,,M,H,101.0,STREET,HAMLIN                       AV,IRVINE                       ST,"(34.1885, -118.3852)"
211516765,2021-10-30,2021-10-30,410,15,N Hollywood,1591,997,TRAFFIC COLLISION,3011 3028 4026 3030 3034 3037 3101,,M,O,101.0,STREET,VENTURA                      BL,LAUREL TERRACE               DR,"(34.1325, -118.3974)"
211612573,2021-10-19,2021-10-18,1445,16,Foothill,1641,997,TRAFFIC COLLISION,4026 3011 3028 3030 3037 3103,,M,W,101.0,STREET,LAUREL CANYON                BL,PIERCE                       ST,"(34.2558, -118.4289)"
211612575,2021-10-18,2021-10-18,1636,16,Foothill,1685,997,TRAFFIC COLLISION,4016 3004 3026 3029 3036 3101,30.0,F,H,101.0,STREET,STRATHERN                    ST,BECK                         AV,"(34.2157, -118.3834)"
211612699,2021-10-22,2021-10-21,1225,16,Foothill,1613,997,TRAFFIC COLLISION,3004 3028 3034 3037 3101 4016,57.0,M,H,101.0,STREET,VAN NUYS                     BL,BORDEN                       AV,"(34.2761, -118.4084)"
211612703,2021-10-22,2021-10-22,1355,16,Foothill,1687,997,TRAFFIC COLLISION,3011 3028 4026 3030 3037 3101,51.0,F,H,101.0,STREET,VINELAND                     AV,CANTARA                      ST,"(34.2193, -118.3703)"
211612713,2021-10-22,2021-10-22,1130,16,Foothill,1698,997,TRAFFIC COLLISION,3006 3037 3101 3028 4026 3034,61.0,F,H,101.0,STREET,WHEATLAND,LANARK,"(34.2174, -118.3618)"
211612738,2021-10-24,2021-10-24,620,16,Foothill,1699,997,TRAFFIC COLLISION,4026 3034 3039 3006 3028 3037 3101,55.0,M,O,101.0,STREET,HOLLYWOOD                    WY,LULL                         ST,"(34.2103, -118.3485)"
211612794,2021-10-26,2021-10-25,2200,16,Foothill,1676,997,TRAFFIC COLLISION,3004 3025 3029 3036 4026 3101,38.0,M,O,101.0,STREET,PENROSE                      ST,HELEN                        AV,"(34.2323, -118.3651)"
211612872,2021-10-28,2021-10-28,200,16,Foothill,1675,997,TRAFFIC COLLISION,3011 3028 3034 3037 3101 4026,35.0,M,W,102.0,SIDEWALK,GLENOAKS                     BL,PENROSE                      AV,"(34.2316, -118.3682)"
211713682,2021-10-14,2021-10-14,340,17,Devonshire,1762,997,TRAFFIC COLLISION,4017 3011 3034 3037 3026 3101,,M,W,101.0,STREET,DE SOTO                      AV,SUPERIOR                     ST,"(34.2464, -118.5886)"
211516710,2021-10-29,2021-10-29,130,15,N Hollywood,1539,997,TRAFFIC COLLISION,3004 3028 3037 3039 3101 4015,29.0,F,H,101.0,STREET,OXNARD                       ST,CLEON                        AV,"(34.1794, -118.3681)"
211612874,2021-10-28,2021-10-28,740,16,Foothill,1677,997,TRAFFIC COLLISION,3101 4026 3006 3028 3034 3037,35.0,M,H,101.0,STREET,CABRINI                      DR,CABRINI WEST                 DR,"(34.2193, -118.3473)"
211612674,2021-10-21,2021-10-21,815,16,Foothill,1672,997,TRAFFIC COLLISION,3014 4026 3034 3101 3037 3027,54.0,M,H,101.0,STREET,LANKERSHIM                   BL,SAN FERNANDO                 RD,"(34.2337, -118.3878)"
211612898,2021-10-29,2021-10-28,2105,16,Foothill,1645,997,TRAFFIC COLLISION,3006 3028 4026 3030 3037 3101,,M,H,101.0,STREET,PIERCE                       ST,GLENOAKS                     BL,"(34.2707, -118.4085)"
211713749,2021-10-16,2021-10-15,1630,17,Devonshire,1761,997,TRAFFIC COLLISION,3011 3028 4017 3030 3037 3034 3101,20.0,M,O,101.0,STREET,OWENSMOUTH                   ST,MARILLA                      AV,"(34.2476, -118.6017)"
211713757,2021-10-17,2021-10-16,2000,17,Devonshire,1718,997,TRAFFIC COLLISION,3006 3028 4017 3037 3039 3030 3101,99.0,X,X,101.0,STREET,INDEX                        ST,HASKELL                      AV,"(34.2754, -118.4759)"
211713759,2021-10-17,2021-09-30,2120,17,Devonshire,1762,997,TRAFFIC COLLISION,3011 3028 4017 3030 3032 3037 3101,66.0,M,O,301.0,GAS STATION,DE SOTO                      AV,PLUMMER                      ST,"(34.2427, -118.5886)"
211713845,2021-10-20,2021-10-19,1840,17,Devonshire,1762,997,TRAFFIC COLLISION,3003 3025 4026 3036 3029 3101,14.0,F,B,101.0,STREET,LASSEN                       ST,DE SOTO                      AV,"(34.25, -118.5886)"
211713978,2021-10-21,2021-10-20,150,17,Devonshire,1787,997,TRAFFIC COLLISION,3006 3026 4017 3034 3037 3101,20.0,F,O,101.0,STREET,ZELZAH                       AV,NORDHOFF                     ST,"(34.2357, -118.5232)"
211714089,2021-10-24,2021-10-24,125,17,Devonshire,1787,997,TRAFFIC COLLISION,3028 3037 3039 4017 3004 3101,29.0,M,W,101.0,STREET,RAYEN                        ST,LINDLEY                      AV,"(34.2319, -118.5274)"
211714273,2021-10-26,2021-10-26,950,17,Devonshire,1708,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3101,51.0,M,W,101.0,STREET,BALBOA                       BL,MIDWOOD                      ST,"(34.2873, -118.5021)"
211714344,2021-10-27,2021-10-27,1445,17,Devonshire,1745,997,TRAFFIC COLLISION,3036 3101 3003 3026 4026 3029,30.0,F,H,101.0,STREET,LOUISE                       AV,CHATSWORTH                   ST,"(34.2648, -118.511)"
211819216,2021-10-29,2021-10-29,845,18,Southeast,1824,997,TRAFFIC COLLISION,4025 3037 3004 3034 3028 3030 3101,28.0,M,H,101.0,STREET,103RD                        PL,CLOVIS,"(33.9426, -118.2609)"
211819232,2021-10-30,2021-10-30,1,18,Southeast,1851,997,TRAFFIC COLLISION,4025 3037 3004 3026 3029 3101,43.0,M,H,101.0,STREET,EL SEGUNDO                   BL,HOOVER                       ST,"(33.9164, -118.287)"
211914732,2021-10-23,2021-10-22,1850,19,Mission,1985,997,TRAFFIC COLLISION,3028 4026 3039 3006 3037 3101,78.0,M,O,101.0,STREET,LENNOX                       AV,ROSCOE                       BL,"(34.2216, -118.446)"
211914759,2021-10-23,2021-10-23,1500,19,Mission,1916,997,TRAFFIC COLLISION,3012 4019 3101 3026 3029 3037,68.0,M,O,101.0,STREET,BORDEN                       AV,ASTORIA                      ST,"(34.3083, -118.4442)"
211914783,2021-10-24,2021-10-24,705,19,Mission,1909,997,TRAFFIC COLLISION,3006 3028 4026 3030 3037 3101,25.0,M,H,101.0,STREET,SIMSHAW                      AV,LAZARD                       ST,"(34.3171, -118.4101)"
211914785,2021-10-23,2021-10-23,1715,19,Mission,1924,997,TRAFFIC COLLISION,3004 3028 3039 3037 3101 4019,,F,U,101.0,STREET,LAUREL CANYON                BL,RINALDI                      ST,"(34.28, -118.4547)"
211914788,2021-10-24,2021-10-23,2345,19,Mission,1989,997,TRAFFIC COLLISION,3011 3028 4026 3030 3037 3101 3034,,M,W,102.0,SIDEWALK,ARLETA                       ST,SHELDON                      AV,"(34.2275, -118.4112)"
211914835,2021-10-25,2021-10-25,1735,19,Mission,1958,997,TRAFFIC COLLISION,3006 4026 3029 3025 3037 3101,61.0,F,H,101.0,STREET,VAN NUYS                     BL,BEACHY                       AV,"(34.2516, -118.442)"
211914837,2021-10-25,2021-10-25,1641,19,Mission,1961,997,TRAFFIC COLLISION,3028 4026 3030 3006 3037 3101,40.0,F,H,101.0,STREET,LANGDON                      AV,NORDHOFF                     ST,"(34.2367, -118.4698)"
211914858,2021-10-26,2021-10-25,640,19,Mission,1972,997,TRAFFIC COLLISION,4026 3011 3028 3034 3037 3101,35.0,M,W,102.0,SIDEWALK,RAYEN                        ST,COLUMBUS                     AV,"(34.2319, -118.4656)"
211914866,2021-10-26,2021-10-26,1445,19,Mission,1944,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3101,43.0,F,H,101.0,STREET,FOX                          ST,AMBOY                        AV,"(34.2732, -118.444)"
211914891,2021-10-27,2021-10-27,1320,19,Mission,1983,997,TRAFFIC COLLISION,3036 3101 3004 3028 4026 3034,55.0,M,W,101.0,STREET,ROSCOE                       BL,SEPULVEDA                    BL,"(34.2214, -118.4677)"
